CustomerID,Gender,Age,Tenure,Contract,MonthlyCharges,InternetService,PaymentMethod,Churn,TotalCharges
CUST_001225,Male,27,27,Month-to-Month,49.34,Fiber Optic,Electronic Check,No,1377.6
CUST_001226,Female,58,33,One Year,83.97,No,Electronic Check,No,2746.45
CUST_001227,Male,58,16,Month-to-Month,61.57,No,Bank Transfer,No,949.81
CUST_001228,Female,72,53,Two Year,79.46,Fiber Optic,Credit Card,No,4046.25
CUST_001229,Female,38,66,Two Year,62.0,DSL,Electronic Check,No,4135.21
CUST_001230,Male,55,39,Month-to-Month,35.3,DSL,Electronic Check,Yes,1421.88
CUST_001231,Male,75,24,One Year,66.94,No,Mailed Check,No,1670.84
CUST_001232,Female,35,8,Month-to-Month,89.09,DSL,Credit Card,No,697.66
CUST_001233,Male,21,97,Two Year,99.93,No,Mailed Check,No,9519.73
CUST_001234,Male,18,7,Month-to-Month,69.33,Fiber Optic,Electronic Check,No,465.94
CUST_001235,Female,55,5,Month-to-Month,36.52,No,Bank Transfer,No,187.61
CUST_001236,Female,18,14,Month-to-Month,61.47,Fiber Optic,Electronic Check,No,841.28
CUST_001237,Male,39,1,Month-to-Month,98.63,Fiber Optic,Mailed Check,Yes,98.44
CUST_001238,Female,51,92,Month-to-Month,61.29,Fiber Optic,Electronic Check,No,5880.52
CUST_001239,Male,47,21,One Year,89.65,No,Credit Card,No,1930.13
CUST_001240,Male,51,19,Month-to-Month,70.72,No,Credit Card,No,1283.58
CUST_001241,Male,48,25,Month-to-Month,44.12,Fiber Optic,Credit Card,No,1048.75
CUST_001242,Female,64,16,Month-to-Month,99.62,Fiber Optic,Mailed Check,No,1639.73
CUST_001243,Male,30,1,Month-to-Month,28.42,Fiber Optic,Bank Transfer,No,28.57
CUST_001244,Male,34,22,Month-to-Month,72.49,Fiber Optic,Electronic Check,Yes,1629.92
CUST_001245,Male,33,30,Two Year,40.89,No,Bank Transfer,No,1184.6
CUST_001246,Female,57,12,Month-to-Month,26.71,Fiber Optic,Bank Transfer,Yes,332.44
CUST_001247,Female,58,33,One Year,70.29,Fiber Optic,Credit Card,No,2382.97
CUST_001248,Female,51,6,Month-to-Month,69.96,Fiber Optic,Electronic Check,No,436.17
CUST_001249,Female,62,6,Month-to-Month,90.69,Fiber Optic,Credit Card,Yes,535.49
CUST_001250,Female,27,4,One Year,94.48,No,Bank Transfer,No,369.44
CUST_001251,Male,70,11,Month-to-Month,92.78,Fiber Optic,Electronic Check,Yes,985.04
CUST_001252,Female,67,45,Month-to-Month,60.96,DSL,Bank Transfer,No,2861.18
CUST_001253,Female,56,42,One Year,83.17,Fiber Optic,Credit Card,No,3380.25
CUST_001254,Female,71,11,Month-to-Month,77.69,DSL,Credit Card,No,822.06
CUST_001255,Male,20,21,Month-to-Month,62.16,Fiber Optic,Bank Transfer,No,1265.24
CUST_001256,Female,37,30,One Year,79.72,No,Electronic Check,Yes,2456.5
CUST_001257,Female,33,6,One Year,114.72,Fiber Optic,Credit Card,No,715.13
CUST_001258,Male,55,4,Month-to-Month,39.29,No,Bank Transfer,Yes,162.05
CUST_001259,Female,29,85,Month-to-Month,110.58,DSL,Electronic Check,No,9458.74
CUST_001260,Male,56,23,Month-to-Month,25.35,No,Electronic Check,No,611.85
CUST_001261,Male,65,95,Month-to-Month,50.84,Fiber Optic,Electronic Check,No,4621.57
CUST_001262,Male,55,9,One Year,48.81,DSL,Electronic Check,No,455.42
CUST_001263,Male,49,29,Two Year,82.64,Fiber Optic,Credit Card,No,2379.24
CUST_001264,Male,30,6,Two Year,33.12,No,Electronic Check,No,197.83
CUST_001265,Female,32,7,Month-to-Month,108.23,DSL,Electronic Check,Yes,729.4
CUST_001266,Male,63,17,Month-to-Month,102.86,Fiber Optic,Mailed Check,Yes,1667.04
CUST_001267,Male,56,9,One Year,85.21,No,Mailed Check,No,752.83
CUST_001268,Female,44,4,Month-to-Month,65.84,DSL,Electronic Check,No,254.8
CUST_001269,Male,38,7,One Year,113.3,Fiber Optic,Electronic Check,No,791.78
CUST_001270,Female,18,1,One Year,103.07,Fiber Optic,Electronic Check,Yes,99.44
CUST_001271,Female,28,29,Two Year,69.93,DSL,Bank Transfer,No,1954.54
CUST_001272,Female,73,16,Month-to-Month,90.19,Fiber Optic,Electronic Check,No,1497.44
CUST_001273,Male,25,2,Month-to-Month,76.69,DSL,Bank Transfer,Yes,159.84
CUST_001274,Male,47,4,Two Year,78.79,Fiber Optic,Electronic Check,No,329.79
CUST_001275,Male,60,2,One Year,53.1,DSL,Electronic Check,No,108.12
CUST_001276,Female,26,22,Two Year,66.21,DSL,Mailed Check,No,1496.1
CUST_001277,Male,47,2,Month-to-Month,27.81,Fiber Optic,Electronic Check,Yes,57.49
CUST_001278,Male,59,33,One Year,55.73,Fiber Optic,Electronic Check,No,1868.32
CUST_001279,Male,45,1,One Year,89.58,DSL,Electronic Check,No,88.06
CUST_001280,Female,75,6,Month-to-Month,115.32,No,Electronic Check,Yes,668.14
CUST_001281,Female,19,53,Month-to-Month,116.31,No,Bank Transfer,No,6002.47
CUST_001282,Male,60,30,One Year,75.57,No,Electronic Check,No,2344.28
CUST_001283,Male,42,1,Month-to-Month,80.66,Fiber Optic,Credit Card,No,82.24
CUST_001284,Male,56,41,Month-to-Month,38.57,No,Credit Card,Yes,1574.38
CUST_001285,Male,51,16,One Year,89.53,No,Credit Card,No,1365.07
CUST_001286,Female,34,45,Month-to-Month,27.07,Fiber Optic,Electronic Check,Yes,1189.67
CUST_001287,Female,48,22,Two Year,48.47,DSL,Credit Card,No,1090.75
CUST_001288,Female,18,27,Month-to-Month,86.84,DSL,Electronic Check,No,2347.58
CUST_001289,Female,54,120,Month-to-Month,51.03,Fiber Optic,Electronic Check,Yes,6084.12
CUST_001290,Male,49,6,Two Year,24.98,No,Electronic Check,No,147.09
CUST_001291,Male,54,23,Two Year,103.19,Fiber Optic,Credit Card,No,2398.75
CUST_001292,Male,60,14,Month-to-Month,51.03,Fiber Optic,Electronic Check,No,747.74
CUST_001293,Female,50,1,One Year,26.31,DSL,Credit Card,No,27.37
CUST_001294,Male,47,1,Month-to-Month,27.48,DSL,Electronic Check,No,26.19
CUST_001295,Female,31,3,Month-to-Month,45.18,Fiber Optic,Credit Card,Yes,135.28
CUST_001296,Female,34,25,Month-to-Month,37.8,No,Credit Card,No,928.88
CUST_001297,Male,62,20,Month-to-Month,97.43,Fiber Optic,Credit Card,Yes,1950.67
CUST_001298,Male,66,19,Two Year,52.17,No,Mailed Check,No,1001.76
CUST_001299,Male,41,1,One Year,100.47,DSL,Credit Card,No,97.46
CUST_001300,Female,45,15,Two Year,37.38,Fiber Optic,Credit Card,No,576.49
CUST_001301,Male,31,62,One Year,69.29,Fiber Optic,Electronic Check,No,4285.27
CUST_001302,Female,62,12,Month-to-Month,88.8,No,Mailed Check,Yes,1118.03
CUST_001303,Male,54,23,One Year,85.2,DSL,Bank Transfer,No,1866.54
CUST_001304,Female,74,36,Two Year,80.11,DSL,Electronic Check,No,2794.48
CUST_001305,Female,31,36,One Year,112.48,DSL,Credit Card,No,4126.07
CUST_001306,Male,39,17,One Year,42.85,No,Electronic Check,No,742.67
CUST_001307,Female,48,46,Two Year,69.37,DSL,Bank Transfer,No,3217.25
CUST_001308,Female,54,11,Month-to-Month,108.4,DSL,Electronic Check,No,1248.68
CUST_001309,Male,41,52,One Year,27.79,Fiber Optic,Electronic Check,No,1432.84
CUST_001310,Female,31,6,Two Year,25.59,Fiber Optic,Electronic Check,Yes,152.27
CUST_001311,Male,58,7,Two Year,43.33,No,Credit Card,No,315.76
CUST_001312,Female,55,1,Month-to-Month,83.3,No,Electronic Check,Yes,83.62
CUST_001313,Male,31,38,Month-to-Month,45.99,Fiber Optic,Credit Card,No,1722.06
CUST_001314,Male,65,12,One Year,39.02,No,Credit Card,No,478.49
CUST_001315,Female,62,6,Month-to-Month,65.88,Fiber Optic,Mailed Check,No,400.01
CUST_001316,Female,47,6,One Year,81.36,DSL,Electronic Check,No,478.71
CUST_001317,Female,46,55,Month-to-Month,44.86,No,Electronic Check,Yes,2417.44
CUST_001318,Female,53,43,Month-to-Month,50.07,Fiber Optic,Mailed Check,No,2130.54
CUST_001319,Female,32,19,Month-to-Month,81.36,Fiber Optic,Electronic Check,Yes,1479.62
CUST_001320,Male,45,22,Month-to-Month,114.57,Fiber Optic,Bank Transfer,No,2632.1
CUST_001321,Female,18,15,Month-to-Month,87.47,Fiber Optic,Credit Card,No,1270.46
CUST_001322,Male,58,11,Month-to-Month,98.29,DSL,Electronic Check,Yes,1048.09
CUST_001323,Male,21,59,Month-to-Month,56.68,Fiber Optic,Bank Transfer,No,3393.29
CUST_001324,Female,67,3,Month-to-Month,47.23,No,Credit Card,No,144.87
CUST_001325,Male,40,13,Month-to-Month,65.43,Fiber Optic,Credit Card,No,870.73
CUST_001326,Male,41,10,Month-to-Month,100.71,DSL,Credit Card,Yes,994.52
CUST_001327,Male,35,16,One Year,65.63,No,Credit Card,No,1089.28
CUST_001328,Male,40,14,One Year,104.67,DSL,Electronic Check,Yes,1471.83
CUST_001329,Female,66,17,Month-to-Month,118.88,DSL,Credit Card,Yes,2008.55
CUST_001330,Male,18,3,Month-to-Month,27.2,DSL,Credit Card,No,84.13
CUST_001331,Female,64,17,One Year,24.54,DSL,Mailed Check,No,406.48
CUST_001332,Female,50,6,Month-to-Month,34.96,Fiber Optic,Mailed Check,No,217.32
CUST_001333,Male,26,4,Two Year,58.44,Fiber Optic,Mailed Check,No,234.67
CUST_001334,Female,28,1,One Year,33.1,No,Electronic Check,No,34.42
CUST_001335,Female,70,34,Month-to-Month,107.07,No,Electronic Check,Yes,3531.76
CUST_001336,Female,30,13,Month-to-Month,22.31,No,Bank Transfer,No,302.68
CUST_001337,Male,27,23,Month-to-Month,51.58,Fiber Optic,Bank Transfer,Yes,1208.63
CUST_001338,Female,62,31,Month-to-Month,38.47,Fiber Optic,Mailed Check,Yes,1206.68
CUST_001339,Female,50,27,Month-to-Month,113.15,No,Electronic Check,Yes,3031.24
CUST_001340,Female,30,15,Month-to-Month,86.95,Fiber Optic,Credit Card,No,1363.76
CUST_001341,Male,48,11,One Year,111.2,Fiber Optic,Electronic Check,Yes,1216.34
CUST_001342,Female,29,11,Month-to-Month,117.23,Fiber Optic,Electronic Check,Yes,1289.34
CUST_001343,Male,61,24,Month-to-Month,69.71,Fiber Optic,Bank Transfer,Yes,1720.14
CUST_001344,Male,60,16,One Year,43.43,Fiber Optic,Mailed Check,No,679.93
CUST_001345,Male,52,45,Month-to-Month,39.37,Fiber Optic,Electronic Check,No,1734.71
CUST_001346,Male,50,49,Month-to-Month,42.29,Fiber Optic,Mailed Check,No,2129.26
CUST_001347,Male,71,4,Month-to-Month,90.86,Fiber Optic,Credit Card,Yes,349.94
CUST_001348,Male,44,3,One Year,24.04,Fiber Optic,Bank Transfer,No,74.45
CUST_001349,Female,27,23,Two Year,25.14,No,Mailed Check,No,585.46
CUST_001350,Male,51,8,Month-to-Month,80.81,No,Electronic Check,Yes,649.01
CUST_001351,Female,75,1,Month-to-Month,84.21,DSL,Bank Transfer,No,81.93
CUST_001352,Female,29,52,Month-to-Month,86.53,DSL,Credit Card,No,4628.41
CUST_001353,Male,39,6,Month-to-Month,57.19,Fiber Optic,Bank Transfer,No,353.6
CUST_001354,Female,51,63,Month-to-Month,100.59,Fiber Optic,Credit Card,No,6326.36
CUST_001355,Female,44,30,Two Year,73.36,DSL,Bank Transfer,No,2176.41
CUST_001356,Female,30,34,Two Year,30.55,DSL,Bank Transfer,No,1012.33
CUST_001357,Female,61,5,Month-to-Month,99.71,No,Credit Card,Yes,511.22
CUST_001358,Male,75,6,Month-to-Month,115.31,Fiber Optic,Credit Card,Yes,701.51
CUST_001359,Female,47,17,One Year,26.0,Fiber Optic,Credit Card,No,429.03
CUST_001360,Male,31,4,Month-to-Month,59.14,Fiber Optic,Mailed Check,Yes,243.53
CUST_001361,Female,21,8,Month-to-Month,68.75,Fiber Optic,Credit Card,No,571.02
CUST_001362,Female,48,9,Month-to-Month,34.65,DSL,Bank Transfer,No,298.11
CUST_001363,Male,61,4,Month-to-Month,106.77,Fiber Optic,Credit Card,No,438.71
CUST_001364,Female,52,5,Month-to-Month,48.41,DSL,Electronic Check,Yes,250.59
CUST_001365,Female,44,37,One Year,98.3,Fiber Optic,Bank Transfer,No,3815.87
CUST_001366,Female,36,4,One Year,87.1,DSL,Credit Card,No,339.26
CUST_001367,Male,28,1,Month-to-Month,79.8,Fiber Optic,Electronic Check,No,78.77
CUST_001368,Female,57,23,Month-to-Month,39.21,Fiber Optic,Bank Transfer,No,943.87
CUST_001369,Male,58,89,Two Year,42.07,Fiber Optic,Credit Card,No,3592.22
CUST_001370,Female,21,9,Month-to-Month,24.73,DSL,Electronic Check,No,223.1
CUST_001371,Male,68,3,Two Year,44.07,DSL,Mailed Check,No,132.3
CUST_001372,Male,53,20,Month-to-Month,54.54,Fiber Optic,Bank Transfer,Yes,1102.42
CUST_001373,Female,65,56,Month-to-Month,103.31,DSL,Bank Transfer,No,5687.47
CUST_001374,Female,24,36,Month-to-Month,56.64,DSL,Electronic Check,Yes,2125.89
CUST_001375,Male,24,23,Two Year,95.46,Fiber Optic,Electronic Check,No,2145.1
CUST_001376,Male,42,9,Month-to-Month,63.94,Fiber Optic,Electronic Check,Yes,584.07
CUST_001377,Female,52,18,Month-to-Month,98.49,DSL,Electronic Check,Yes,1772.1
CUST_001378,Male,71,2,Month-to-Month,117.63,Fiber Optic,Electronic Check,Yes,229.77
CUST_001379,Female,55,27,Two Year,43.98,No,Bank Transfer,No,1150.51
CUST_001380,Female,41,30,Two Year,106.23,No,Bank Transfer,No,3332.4
CUST_001381,Female,29,80,Two Year,82.18,DSL,Credit Card,No,6614.7
CUST_001382,Female,63,7,Two Year,101.73,No,Electronic Check,No,719.53
CUST_001383,Male,30,1,Month-to-Month,85.16,Fiber Optic,Mailed Check,Yes,87.57
CUST_001384,Female,69,18,Month-to-Month,62.39,No,Electronic Check,Yes,1075.99
CUST_001385,Male,40,29,Month-to-Month,42.81,Fiber Optic,Credit Card,No,1268.03
CUST_001386,Female,68,37,Month-to-Month,27.0,Fiber Optic,Bank Transfer,Yes,965.55
CUST_001387,Male,55,5,Two Year,73.55,Fiber Optic,Credit Card,No,376.59
CUST_001388,Female,42,7,Two Year,119.03,Fiber Optic,Electronic Check,Yes,803.33
CUST_001389,Male,37,17,Month-to-Month,93.8,Fiber Optic,Bank Transfer,No,1647.62
CUST_001390,Male,39,9,One Year,52.73,DSL,Bank Transfer,No,483.16
CUST_001391,Female,51,47,Two Year,102.72,DSL,Credit Card,Yes,4772.75
CUST_001392,Female,46,15,Month-to-Month,96.9,Fiber Optic,Bank Transfer,No,1432.98
CUST_001393,Female,36,38,Month-to-Month,48.16,No,Bank Transfer,No,1765.83
CUST_001394,Female,42,20,Month-to-Month,21.43,Fiber Optic,Electronic Check,No,445.92
CUST_001395,Male,46,35,Month-to-Month,31.82,Fiber Optic,Bank Transfer,Yes,1071.22
CUST_001396,Female,18,9,One Year,107.73,Fiber Optic,Electronic Check,No,966.86
CUST_001397,Male,51,42,Month-to-Month,103.66,DSL,Electronic Check,No,4239.01
CUST_001398,Male,30,7,Month-to-Month,49.52,Fiber Optic,Electronic Check,No,363.84
CUST_001399,Female,27,18,Two Year,48.52,Fiber Optic,Credit Card,No,880.86
CUST_001400,Male,19,5,Month-to-Month,99.29,No,Electronic Check,Yes,479.05
CUST_001401,Male,18,15,Month-to-Month,113.77,DSL,Credit Card,Yes,1735.15
CUST_001402,Male,24,9,Two Year,97.91,Fiber Optic,Credit Card,No,924.51
CUST_001403,Male,34,7,Month-to-Month,80.56,DSL,Credit Card,No,569.84
CUST_001404,Female,74,81,Month-to-Month,44.27,DSL,Credit Card,No,3570.59
CUST_001405,Female,37,4,Two Year,72.57,Fiber Optic,Credit Card,No,284.28
CUST_001406,Female,47,37,Month-to-Month,43.35,Fiber Optic,Electronic Check,No,1538.53
CUST_001407,Female,51,99,One Year,100.8,DSL,Electronic Check,No,9708.01
CUST_001408,Male,46,1,Month-to-Month,58.7,DSL,Bank Transfer,No,59.01
CUST_001409,Male,43,28,Month-to-Month,103.37,Fiber Optic,Mailed Check,No,2967.81
CUST_001410,Female,27,6,Month-to-Month,58.16,No,Electronic Check,Yes,362.15
CUST_001411,Female,66,1,Month-to-Month,102.41,DSL,Bank Transfer,Yes,105.42
CUST_001412,Female,72,12,One Year,53.33,Fiber Optic,Bank Transfer,No,615.99
CUST_001413,Male,19,65,One Year,64.01,DSL,Credit Card,No,4274.43
CUST_001414,Female,29,1,Two Year,81.55,No,Bank Transfer,Yes,82.22
CUST_001415,Female,40,21,One Year,27.03,Fiber Optic,Bank Transfer,No,565.88
CUST_001416,Female,30,16,Month-to-Month,114.82,No,Mailed Check,No,1850.49
CUST_001417,Male,52,49,Two Year,77.36,DSL,Mailed Check,No,3604.17
CUST_001418,Male,34,2,One Year,70.78,Fiber Optic,Credit Card,No,135.44
CUST_001419,Male,75,27,One Year,103.94,Fiber Optic,Electronic Check,No,2813.63
CUST_001420,Male,62,27,Two Year,106.58,DSL,Mailed Check,No,2783.74
CUST_001421,Male,48,26,One Year,72.23,DSL,Bank Transfer,No,1886.53
CUST_001422,Male,60,68,Month-to-Month,112.73,Fiber Optic,Mailed Check,Yes,7553.89
CUST_001423,Male,61,41,One Year,26.47,Fiber Optic,Electronic Check,No,1129.49
CUST_001424,Male,36,1,Month-to-Month,31.32,DSL,Electronic Check,Yes,32.73
CUST_001425,Female,32,15,Month-to-Month,79.68,Fiber Optic,Electronic Check,No,1252.54
CUST_001426,Female,46,12,One Year,55.41,DSL,Electronic Check,No,691.45
CUST_001427,Male,57,8,Month-to-Month,66.42,DSL,Credit Card,Yes,557.18
CUST_001428,Male,47,14,Month-to-Month,52.81,Fiber Optic,Bank Transfer,Yes,754.58
CUST_001429,Female,21,11,Month-to-Month,60.47,DSL,Electronic Check,Yes,695.8
CUST_001430,Male,32,13,One Year,102.26,Fiber Optic,Mailed Check,No,1348.23
CUST_001431,Male,43,93,Month-to-Month,79.35,Fiber Optic,Electronic Check,Yes,7607.74
CUST_001432,Male,43,2,One Year,119.73,Fiber Optic,Credit Card,No,230.65
CUST_001433,Female,74,61,Month-to-Month,98.69,Fiber Optic,Mailed Check,No,6130.02
CUST_001434,Female,24,15,Month-to-Month,47.37,No,Credit Card,No,741.18
CUST_001435,Female,52,23,Month-to-Month,46.43,Fiber Optic,Electronic Check,No,1072.17
CUST_001436,Female,67,42,One Year,53.59,Fiber Optic,Credit Card,No,2180.29
CUST_001437,Female,75,10,Month-to-Month,104.33,DSL,Electronic Check,No,1046.11
CUST_001438,Male,38,13,Two Year,22.73,Fiber Optic,Electronic Check,Yes,301.6
CUST_001439,Female,52,12,Two Year,43.02,Fiber Optic,Electronic Check,No,530.17
CUST_001440,Male,53,11,Two Year,110.49,DSL,Bank Transfer,No,1218.27
CUST_001441,Male,47,62,Two Year,83.99,Fiber Optic,Electronic Check,No,5060.2
CUST_001442,Female,43,42,Month-to-Month,42.68,DSL,Mailed Check,Yes,1869.05
CUST_001443,Female,51,2,Month-to-Month,41.91,DSL,Credit Card,Yes,86.11
CUST_001444,Male,18,2,One Year,106.26,DSL,Electronic Check,Yes,207.65
CUST_001445,Male,55,13,One Year,109.38,Fiber Optic,Electronic Check,No,1466.28
CUST_001446,Male,46,2,Two Year,45.61,Fiber Optic,Credit Card,No,89.83
CUST_001447,Female,41,23,One Year,62.05,DSL,Mailed Check,No,1400.38
CUST_001448,Female,75,3,Two Year,103.46,Fiber Optic,Credit Card,No,321.65
CUST_001449,Female,34,17,Month-to-Month,97.1,DSL,Mailed Check,No,1712.31
CUST_001450,Female,38,1,Two Year,101.39,DSL,Mailed Check,No,100.36
CUST_001451,Female,74,9,One Year,71.84,Fiber Optic,Electronic Check,No,614.81
CUST_001452,Male,32,27,One Year,111.15,Fiber Optic,Credit Card,No,2906.99
CUST_001453,Female,36,15,Month-to-Month,52.6,DSL,Credit Card,Yes,821.29
CUST_001454,Male,42,91,One Year,35.67,DSL,Credit Card,No,3375.4
CUST_001455,Male,57,49,Two Year,90.87,No,Mailed Check,No,4431.86
CUST_001456,Male,48,10,Month-to-Month,73.94,DSL,Credit Card,No,724.92
CUST_001457,Female,25,1,One Year,105.46,DSL,Mailed Check,No,103.38
CUST_001458,Female,37,44,Month-to-Month,28.12,Fiber Optic,Mailed Check,Yes,1286.42
CUST_001459,Female,35,58,Two Year,104.37,Fiber Optic,Credit Card,No,5947.36
CUST_001460,Male,43,41,Month-to-Month,49.33,Fiber Optic,Electronic Check,No,2024.87
CUST_001461,Male,51,3,Month-to-Month,85.49,No,Electronic Check,Yes,262.39
CUST_001462,Male,51,120,Month-to-Month,24.01,DSL,Electronic Check,No,2797.5
CUST_001463,Male,18,7,One Year,80.96,Fiber Optic,Credit Card,No,552.77
CUST_001464,Male,60,30,Month-to-Month,91.73,DSL,Mailed Check,No,2712.84
CUST_001465,Male,48,57,One Year,56.88,Fiber Optic,Mailed Check,No,3292.16
CUST_001466,Female,65,6,Two Year,41.54,No,Credit Card,No,257.15
CUST_001467,Female,51,57,Two Year,73.76,Fiber Optic,Mailed Check,No,4223.96
CUST_001468,Female,61,8,Month-to-Month,103.32,Fiber Optic,Electronic Check,No,796.22
CUST_001469,Female,51,89,Two Year,52.35,No,Bank Transfer,No,4634.1
CUST_001470,Male,65,7,One Year,45.25,DSL,Credit Card,No,304.96
CUST_001471,Male,52,73,Month-to-Month,47.89,Fiber Optic,Electronic Check,No,3352.04
CUST_001472,Female,43,1,Month-to-Month,114.91,No,Bank Transfer,Yes,115.94
CUST_001473,Male,75,29,Month-to-Month,55.93,Fiber Optic,Electronic Check,Yes,1695.97
CUST_001474,Female,58,18,Two Year,20.36,DSL,Bank Transfer,No,378.85
CUST_001475,Female,53,15,Month-to-Month,98.17,DSL,Electronic Check,No,1512.97
CUST_001476,Female,25,6,Month-to-Month,89.93,DSL,Electronic Check,No,551.83
CUST_001477,Male,25,29,One Year,32.86,DSL,Mailed Check,No,990.78
CUST_001478,Female,49,5,One Year,118.49,Fiber Optic,Credit Card,No,607.43
CUST_001479,Female,47,19,One Year,80.81,DSL,Bank Transfer,No,1554.87
CUST_001480,Female,35,7,One Year,70.08,DSL,Credit Card,Yes,483.92
CUST_001481,Male,47,74,Month-to-Month,58.22,Fiber Optic,Bank Transfer,No,4136.36
CUST_001482,Male,68,1,Two Year,109.87,Fiber Optic,Electronic Check,No,109.44
CUST_001483,Female,55,5,Month-to-Month,44.4,Fiber Optic,Electronic Check,Yes,231.43
CUST_001484,Male,27,6,One Year,48.58,Fiber Optic,Credit Card,No,293.9
CUST_001485,Male,43,12,One Year,32.24,DSL,Bank Transfer,No,374.67
CUST_001486,Male,32,6,Month-to-Month,95.91,DSL,Credit Card,No,584.04
CUST_001487,Male,39,16,Two Year,79.55,DSL,Electronic Check,No,1268.4
CUST_001488,Male,38,49,Month-to-Month,80.91,Fiber Optic,Electronic Check,No,4135.61
CUST_001489,Male,37,29,Month-to-Month,41.85,DSL,Mailed Check,Yes,1172.5
CUST_001490,Male,26,20,Two Year,85.12,Fiber Optic,Electronic Check,No,1738.49
CUST_001491,Male,43,2,One Year,96.55,DSL,Electronic Check,No,196.61
CUST_001492,Male,36,28,One Year,55.79,No,Mailed Check,No,1637.65
CUST_001493,Male,18,4,Month-to-Month,100.13,Fiber Optic,Bank Transfer,Yes,403.12
CUST_001494,Female,75,37,Two Year,54.88,Fiber Optic,Electronic Check,No,2106.01
CUST_001495,Female,61,6,Month-to-Month,95.81,Fiber Optic,Electronic Check,Yes,547.54
CUST_001496,Male,39,12,Month-to-Month,23.37,Fiber Optic,Bank Transfer,Yes,269.86
CUST_001497,Female,45,10,Month-to-Month,75.12,Fiber Optic,Mailed Check,No,739.63
CUST_001498,Female,27,46,Month-to-Month,116.95,No,Bank Transfer,Yes,5443.89
CUST_001499,Male,70,3,One Year,118.12,Fiber Optic,Mailed Check,No,352.56
CUST_001500,Male,73,20,Month-to-Month,48.18,No,Credit Card,Yes,934.95
CUST_001501,Male,47,3,Month-to-Month,64.14,Fiber Optic,Bank Transfer,No,194.14
CUST_001502,Female,60,29,Month-to-Month,26.3,No,Credit Card,No,767.79
CUST_001503,Female,47,56,One Year,107.33,DSL,Bank Transfer,No,6025.17
CUST_001504,Male,24,13,Two Year,76.86,DSL,Electronic Check,No,958.27
CUST_001505,Male,38,16,Month-to-Month,58.51,Fiber Optic,Mailed Check,No,976.14
CUST_001506,Male,46,62,One Year,31.28,DSL,Bank Transfer,No,1957.25
CUST_001507,Female,38,17,Month-to-Month,114.68,DSL,Bank Transfer,Yes,1903.55
CUST_001508,Female,41,16,One Year,73.02,DSL,Bank Transfer,No,1190.22
CUST_001509,Female,43,20,Month-to-Month,48.29,Fiber Optic,Electronic Check,No,948.21
CUST_001510,Female,43,28,Month-to-Month,55.02,No,Bank Transfer,No,1541.46
CUST_001511,Male,45,2,One Year,47.07,Fiber Optic,Credit Card,Yes,92.64
CUST_001512,Male,29,41,Two Year,80.18,No,Bank Transfer,No,3412.43
CUST_001513,Male,34,13,Month-to-Month,113.0,Fiber Optic,Mailed Check,No,1541.57
CUST_001514,Male,25,1,One Year,105.67,DSL,Credit Card,No,102.09
CUST_001515,Female,59,37,One Year,66.04,DSL,Mailed Check,No,2327.07
CUST_001516,Female,18,11,Two Year,102.65,Fiber Optic,Electronic Check,No,1097.46
CUST_001517,Male,62,2,Month-to-Month,62.31,DSL,Credit Card,No,125.74
CUST_001518,Male,65,24,Month-to-Month,45.23,DSL,Electronic Check,Yes,1050.13
CUST_001519,Female,40,50,Two Year,118.34,Fiber Optic,Bank Transfer,No,6101.31
CUST_001520,Male,18,52,Month-to-Month,50.39,Fiber Optic,Electronic Check,Yes,2596.35
CUST_001521,Female,39,75,Month-to-Month,52.37,Fiber Optic,Electronic Check,Yes,3971.16
CUST_001522,Male,44,48,Month-to-Month,118.97,No,Electronic Check,No,5685.22
CUST_001523,Male,29,1,Two Year,33.39,Fiber Optic,Mailed Check,No,34.74
CUST_001524,Male,37,11,Month-to-Month,96.05,Fiber Optic,Electronic Check,No,1007.43
CUST_001525,Male,67,40,Two Year,113.58,No,Electronic Check,No,4647.38
CUST_001526,Male,54,10,Month-to-Month,71.18,DSL,Credit Card,No,722.63
CUST_001527,Male,31,22,Month-to-Month,20.25,Fiber Optic,Credit Card,No,452.16
CUST_001528,Male,21,22,Month-to-Month,57.51,No,Credit Card,Yes,1254.34
CUST_001529,Female,40,10,Month-to-Month,31.16,Fiber Optic,Credit Card,No,296.51
CUST_001530,Female,41,56,One Year,61.62,Fiber Optic,Mailed Check,No,3516.02
CUST_001531,Female,52,16,One Year,99.0,Fiber Optic,Credit Card,No,1636.19
CUST_001532,Female,36,15,Month-to-Month,63.87,Fiber Optic,Bank Transfer,Yes,918.31
CUST_001533,Female,52,120,Month-to-Month,63.19,DSL,Mailed Check,Yes,7538.53
CUST_001534,Male,74,16,One Year,75.68,No,Bank Transfer,No,1170.02
CUST_001535,Male,57,4,Two Year,78.17,No,Electronic Check,Yes,316.15
CUST_001536,Female,44,17,One Year,105.63,No,Credit Card,No,1847.0
CUST_001537,Male,42,40,Two Year,50.84,Fiber Optic,Mailed Check,No,2067.5
CUST_001538,Female,39,35,Month-to-Month,102.17,DSL,Electronic Check,Yes,3510.89
CUST_001539,Female,62,37,Two Year,76.59,DSL,Electronic Check,No,2731.74
CUST_001540,Male,35,29,Month-to-Month,50.05,No,Electronic Check,Yes,1494.16
CUST_001541,Male,45,7,Month-to-Month,49.51,Fiber Optic,Credit Card,No,340.47
